('2462', '1', '15,11,12,3,10', '16,28,20,30,24', '39,40,0,35,37', '59,51,56,60,53', '66,68,67,72,64', '2025-03-13 18:05:28', 'Awura'),
('1743', '48', '14,7,8,10,9', '22,23,29,24,25', '45,44,0,34,38', '53,59,52,55,54', '67,74,68,70,71', '2025-01-08 20:36:29', 'Hamme'),
('1744', '43', '11,5,7,1,15', '17,23,25,26,30', '35,38,0,44,41', '48,52,51,53,46', '62,75,63,73,65', '2025-01-08 20:36:29', 'Hamme'),
('1745', '45', '7,10,14,8,6', '16,20,27,17,19', '42,35,0,33,32', '52,57,58,55,59', '64,72,69,63,61', '2025-01-08 20:36:29', 'Hamme'),
('1746', '15', '5,2,6,11,3', '26,30,24,20,19', '43,34,0,35,39', '59,52,56,49,47', '66,70,62,65,74', '2025-01-08 20:36:29', 'Hamme'),
('1747', '47', '14,11,10,4,7', '29,20,17,25,23', '38,35,0,44,37', '53,58,59,56,49', '66,74,61,75,64', '2025-01-08 20:36:29', 'Hamme'),
('1748', '52', '2,3,11,5,7', '21,19,24,16,17', '35,41,0,34,39', '59,58,54,53,47', '68,67,62,65,63', '2025-01-08 20:36:29', 'Hamme'),
('1749', '51', '15,14,9,11,4', '16,30,20,25,26', '43,32,0,44,34', '56,49,51,52,48', '63,65,62,69,70', '2025-01-08 20:36:29', 'Hamme'),
('1750', '49', '1,7,8,12,10', '24,29,23,27,18', '35,40,0,32,39', '59,50,57,48,54', '64,73,75,61,62', '2025-01-08 20:36:29', 'Hamme'),
('1751', '46', '8,10,9,11,4', '19,24,30,18,25', '45,35,0,44,31', '57,49,53,51,48', '69,62,66,65,68', '2025-01-08 20:36:29', 'Hamme'),
('1752', '53', '9,1,2,5,6', '28,29,27,23,30', '40,31,0,41,45', '51,46,50,47,53', '71,75,64,66,72', '2025-01-08 20:36:29', 'Hamme'),
('1753', '54', '13,2,3,6,5', '20,21,28,16,17', '34,44,0,43,38', '47,58,48,50,51', '63,73,62,66,65', '2025-01-08 20:36:29', 'Hamme'),
('1754', '50', '13,15,8,3,5', '27,17,30,21,25', '32,31,0,34,37', '57,46,55,60,53', '74,65,63,70,66', '2025-01-08 20:36:29', 'Hamme'),
('1755', '58', '2,5,13,11,1', '30,21,20,23,29', '32,35,0,39,44', '46,51,50,54,57', '62,63,64,66,73', '2025-01-08 20:36:29', 'Hamme'),
('1756', '57', '10,2,3,7,9', '23,20,22,30,19', '33,40,0,44,31', '60,56,59,53,58', '69,75,68,65,61', '2025-01-08 20:36:29', 'Hamme'),
('1757', '61', '12,8,6,1,9', '25,23,18,16,24', '37,43,0,44,32', '57,53,46,48,56', '69,65,72,62,68', '2025-01-08 20:36:29', 'Hamme'),
('1758', '56', '1,5,7,12,15', '25,30,21,24,17', '36,43,0,34,40', '60,50,55,51,49', '74,72,69,71,63', '2025-01-08 20:36:29', 'Hamme'),
('1759', '55', '14,8,1,5,11', '16,23,19,18,21', '45,43,0,41,34', '56,47,57,52,46', '75,69,74,72,68', '2025-01-08 20:36:29', 'Hamme'),
('1760', '59', '13,1,4,7,5', '19,25,18,21,30', '39,37,0,44,41', '52,50,55,47,49', '71,74,61,64,66', '2025-01-08 20:36:29', 'Hamme'),
('1761', '63', '3,13,6,9,10', '17,21,20,19,26', '40,42,0,34,45', '46,52,56,47,53', '73,63,69,71,68', '2025-01-08 20:36:29', 'Hamme'),
('1762', '62', '1,7,15,11,3', '20,28,30,17,22', '31,36,0,37,44', '54,60,47,53,58', '69,68,74,67,72', '2025-01-08 20:36:29', 'Hamme'),
('1763', '60', '4,2,14,7,10', '22,18,26,21,20', '36,37,0,42,31', '49,60,59,57,46', '61,63,65,73,75', '2025-01-08 20:36:29', 'Hamme'),
('1764', '65', '13,5,8,9,11', '16,25,26,27,22', '31,37,0,43,44', '58,60,47,49,51', '75,62,64,66,68', '2025-01-08 20:36:29', 'Hamme'),
('1765', '70', '7,8,10,12,14', '29,23,24,17,18', '43,33,0,39,36', '58,47,48,52,56', '67,68,69,73,62', '2025-01-08 20:36:29', 'Hamme'),
('1766', '64', '12,3,4,6,9', '19,21,22,26,20', '38,34,0,33,42', '50,52,48,58,57', '66,71,72,62,64', '2025-01-08 20:36:29', 'Hamme'),
('1767', '69', '15,5,7,6,9', '18,20,22,26,28', '34,40,0,35,42', '49,51,56,58,52', '68,61,69,62,70', '2025-01-08 20:36:29', 'Hamme'),
('1768', '66', '11,7,1,10,4', '25,27,23,24,16', '37,40,0,45,39', '59,47,52,49,60', '72,67,69,66,63', '2025-01-08 20:36:29', 'Hamme'),
('1769', '72', '2,11,8,7,1', '23,28,21,27,19', '42,40,0,44,35', '47,53,57,55,48', '73,70,64,66,72', '2025-01-08 20:36:29', 'Hamme'),
('1770', '67', '12,13,6,5,11', '27,26,21,24,23', '42,39,0,33,36', '47,54,50,58,56', '61,72,74,69,70', '2025-01-08 20:36:29', 'Hamme'),
('1771', '68', '7,15,11,4,13', '30,29,27,26,22', '35,33,0,37,31', '59,60,51,52,55', '62,67,71,73,66', '2025-01-08 20:36:29', 'Hamme'),
('1772', '71', '2,3,8,6,9', '30,16,26,23,19', '31,36,0,33,45', '47,53,56,58,50', '73,71,68,75,63', '2025-01-08 20:36:29', 'Hamme'),
('1773', '76', '14,15,2,5,7', '30,29,19,21,23', '31,34,0,39,41', '47,60,59,54,55', '62,63,68,70,69', '2025-01-08 20:36:29', 'Hamme'),
('1774', '84', '3,7,12,9,13', '27,18,25,20,19', '45,44,0,40,42', '52,55,58,56,51', '73,67,65,70,62', '2025-01-08 20:36:29', 'Hamme'),
('1775', '78', '13,4,3,10,5', '18,17,20,29,28', '34,41,0,32,40', '53,52,59,54,50', '68,61,64,65,73', '2025-01-08 20:36:29', 'Hamme'),
('1776', '75', '10,1,3,9,4', '27,29,17,19,24', '41,35,0,32,39', '57,51,54,47,58', '73,62,64,65,69', '2025-01-08 20:36:29', 'Hamme'),
('1777', '77', '15,11,10,8,9', '22,23,29,18,20', '38,37,0,39,36', '49,52,47,56,60', '67,72,71,66,63', '2025-01-08 20:36:29', 'Hamme'),
('1778', '74', '10,6,15,5,7', '19,23,16,22,17', '39,35,0,34,44', '53,47,57,52,60', '65,72,74,73,61', '2025-01-08 20:36:29', 'Hamme'),
('1779', '80', '2,12,15,7,3', '23,18,20,22,16', '45,36,0,34,42', '53,58,48,52,46', '70,64,63,71,72', '2025-01-08 20:36:29', 'Hamme'),
('1780', '79', '3,2,12,4,6', '26,30,19,22,21', '39,42,0,38,40', '46,57,58,59,52', '71,61,66,67,62', '2025-01-08 20:36:29', 'Hamme'),
('1781', '73', '14,7,13,10,3', '18,24,30,25,22', '37,31,0,43,38', '60,51,55,58,56', '62,63,71,74,64', '2025-01-08 20:36:29', 'Hamme'),
('1782', '81', '13,9,11,4,6', '28,19,23,30,16', '43,37,0,44,38', '48,57,56,51,46', '74,68,61,67,75', '2025-01-08 20:36:29', 'Hamme'),
('1783', '82', '11,2,7,6,12', '23,28,27,20,30', '40,45,0,38,35', '56,47,59,51,46', '68,72,73,63,74', '2025-01-08 20:36:29', 'Hamme'),
('1784', '85', '7,5,11,4,13', '30,29,27,26,22', '35,33,0,37,31', '54,60,51,52,59', '62,67,71,73,66', '2025-01-08 20:36:29', 'Hamme'),
('1785', '83', '5,11,1,4,10', '26,18,28,21,23', '45,43,0,41,38', '56,49,52,57,54', '70,74,66,68,69', '2025-01-08 20:36:29', 'Hamme'),
('1786', '86', '7,9,13,15,14', '22,28,19,16,29', '38,44,0,36,40', '56,46,59,57,50', '74,67,73,61,65', '2025-01-08 20:36:29', 'Hamme'),
('1787', '90', '2,6,11,15,1', '24,21,19,27,28', '40,43,0,34,35', '50,60,58,47,51', '62,63,64,69,73', '2025-01-08 20:36:29', 'Hamme'),
('1788', '87', '12,1,7,8,6', '16,20,19,26,24', '37,40,0,33,38', '58,48,50,56,54', '73,75,70,67,63', '2025-01-08 20:36:29', 'Hamme'),
('1789', '89', '7,10,15,1,5', '18,29,16,24,23', '38,42,0,43,33', '50,59,56,49,48', '69,74,70,73,65', '2025-01-08 20:36:29', 'Hamme'),
('1790', '88', '7,10,15,2,3', '24,18,17,28,22', '41,44,0,34,31', '54,49,58,57,53', '70,75,73,67,71', '2025-01-08 20:36:29', 'Hamme'),
('1791', '96', '6,14,13,3,5', '21,25,27,24,29', '36,45,0,35,43', '57,46,48,59,54', '63,61,66,65,62', '2025-01-08 20:36:29', 'Hamme'),
('1792', '92', '6,12,8,7,2', '23,24,30,20,21', '39,40,0,42,36', '56,58,48,49,51', '75,66,68,62,70', '2025-01-08 20:36:29', 'Hamme'),
('1793', '98', '8,13,3,6,5', '16,29,21,26,24', '37,36,0,33,45', '57,54,56,52,59', '68,63,67,70,73', '2025-01-08 20:36:29', 'Hamme'),
('1794', '91', '12,6,8,11,7', '17,19,21,25,26', '33,42,0,34,43', '52,57,60,55,46', '61,69,75,68,71', '2025-01-08 20:36:29', 'Hamme'),
('1795', '93', '15,14,2,5,4', '23,30,29,21,20', '36,41,0,40,37', '52,59,55,54,58', '71,68,75,63,70', '2025-01-08 20:36:29', 'Hamme'),
('1796', '95', '15,5,13,2,8', '24,20,30,23,27', '37,35,0,40,39', '46,52,56,47,60', '63,67,74,75,66', '2025-01-08 20:36:29', 'Hamme'),
('1797', '100', '2,5,7,6,4', '26,19,22,28,27', '36,45,0,38,37', '60,56,47,55,57', '67,66,69,63,62', '2025-01-08 20:36:29', 'Hamme'),
('1798', '99', '12,10,4,6,1', '28,21,16,22,27', '36,45,0,39,40', '51,50,60,56,49', '68,74,70,72,63', '2025-01-08 20:36:29', 'Hamme'),
('1799', '94', '8,1,4,7,6', '28,29,20,19,16', '42,44,0,32,34', '49,54,60,50,47', '71,73,63,65,67', '2025-01-08 20:36:29', 'Hamme'),
('1800', '97', '8,9,12,3,1', '24,30,23,19,18', '38,34,0,37,39', '53,47,49,59,56', '71,69,70,68,63', '2025-01-08 20:36:29', 'Hamme'),
('1801', '106', '7,6,10,5,11', '27,25,30,23,16', '33,45,0,44,38', '54,52,49,57,59', '62,66,73,67,71', '2025-01-08 20:36:29', 'Hamme'),
('1802', '112', '2,7,10,14,1', '23,19,29,25,30', '44,32,0,34,42', '49,50,57,59,46', '63,66,67,72,75', '2025-01-08 20:36:29', 'Hamme'),
('1803', '122', '8,10,4,3,13', '26,18,20,21,23', '32,42,0,36,37', '46,56,58,55,50', '69,65,72,66,61', '2025-01-08 20:36:29', 'Hamme'),
('1804', '101', '8,14,3,2,5', '24,19,25,16,26', '39,36,0,35,34', '53,58,59,47,50', '68,72,61,63,75', '2025-01-08 20:36:29', 'Hamme'),
('1805', '110', '14,11,1,2,5', '29,23,18,22,26', '37,40,0,36,39', '51,57,52,47,56', '66,65,75,74,62', '2025-01-08 20:36:29', 'Hamme'),
('1806', '109', '14,10,11,12,13', '25,27,30,22,17', '32,43,0,34,38', '48,52,55,56,58', '61,64,66,68,70', '2025-01-08 20:36:29', 'Hamme'),
('1807', '107', '1,9,7,15,6', '16,18,19,30,27', '33,42,0,36,31', '46,51,57,48,60', '75,61,71,62,67', '2025-01-08 20:36:29', 'Hamme'),
('1808', '103', '9,10,3,14,2', '25,16,24,20,17', '39,35,0,38,40', '54,48,50,60,57', '61,70,71,69,64', '2025-01-08 20:36:29', 'Hamme'),
('1809', '105', '9,10,7,3,11', '26,24,30,19,16', '35,34,0,36,37', '50,51,47,46,48', '65,69,66,62,67', '2025-01-08 20:36:29', 'Hamme'),
('1810', '104', '14,6,2,7,12', '21,19,27,16,17', '34,38,0,43,45', '59,48,52,46,55', '63,65,73,66,72', '2025-01-08 20:36:29', 'Hamme'),
('1811', '102', '14,13,4,8,3', '22,20,24,18,26', '33,37,0,35,34', '53,47,57,52,49', '70,63,67,69,71', '2025-01-08 20:36:29', 'Hamme'),
('1812', '108', '10,15,12,3,13', '22,16,24,30,21', '43,42,0,31,37', '49,56,55,50,52', '70,63,69,74,67', '2025-01-08 20:36:29', 'Hamme'),
('1813', '128', '7,8,9,12,4', '17,29,22,30,18', '42,31,0,40,36', '46,58,48,53,60', '71,65,69,62,67', '2025-01-08 20:36:29', 'Hamme'),
('1814', '111', '8,5,9,1,11', '18,19,29,25,20', '39,35,0,38,42', '48,55,57,60,46', '70,66,72,63,67', '2025-01-08 20:36:29', 'Hamme'),
('1815', '114', '12,13,15,3,5', '28,27,17,19,21', '44,32,0,37,41', '60,58,57,52,53', '75,61,66,68,69', '2025-01-08 20:36:29', 'Hamme'),
('1816', '115', '10,8,1,15,6', '26,28,16,25,18', '41,37,0,45,39', '52,58,56,46,47', '75,66,74,68,63', '2025-01-08 20:36:29', 'Hamme'),
('1817', '117', '2,4,5,8,3', '28,27,17,24,22', '32,39,0,40,41', '50,58,52,60,51', '72,61,62,66,64', '2025-01-08 20:36:29', 'Hamme'),
('1818', '116', '8,4,2,3,13', '25,21,23,28,27', '38,36,0,43,35', '54,58,52,48,59', '69,62,73,74,70', '2025-01-08 20:36:29', 'Hamme'),
('1819', '118', '2,9,1,13,5', '24,27,30,29,28', '31,44,0,35,33', '57,59,50,56,58', '61,68,63,75,64', '2025-01-08 20:36:29', 'Hamme'),
('1820', '113', '1,4,6,5,3', '28,27,26,16,20', '45,41,0,32,31', '48,46,51,56,55', '65,64,68,69,61', '2025-01-08 20:36:29', 'Hamme'),
('1821', '119', '2,12,3,1,8', '30,25,17,29,20', '42,35,0,43,31', '56,57,55,54,48', '67,66,71,70,72', '2025-01-08 20:36:29', 'Hamme'),
('1822', '121', '13,5,3,15,1', '17,23,20,16,28', '33,39,0,38,37', '57,55,53,49,58', '61,63,70,71,69', '2025-01-08 20:36:29', 'Hamme'),
('1823', '120', '4,12,13,15,8', '24,30,17,19,21', '34,41,0,42,33', '57,47,55,53,59', '64,69,74,73,63', '2025-01-08 20:36:29', 'Hamme'),
('1824', '123', '4,7,3,15,2', '26,29,22,25,28', '41,32,0,42,33', '53,52,47,46,51', '74,62,70,73,61', '2025-01-08 20:36:29', 'Hamme'),
('1825', '124', '0,0,0,0,0', '0,0,0,0,0', '0,0,0,0,0', '0,0,0,0,0', '0,0,0,0,0', '2025-01-08 20:36:29', 'Hamme'),
('1826', '125', '4,13,9,3,6', '21,23,17,28,29', '34,35,0,36,45', '49,56,50,52,57', '73,75,63,66,72', '2025-01-08 20:36:29', 'Hamme'),
('1827', '126', '11,6,4,10,1', '16,25,24,22,21', '37,38,0,44,40', '50,60,53,54,49', '74,72,65,73,63', '2025-01-08 20:36:29', 'Hamme'),
('1828', '127', '3,11,2,9,14', '19,26,18,21,25', '36,32,0,41,35', '53,49,56,54,55', '71,74,70,62,63', '2025-01-08 20:36:29', 'Hamme'),
('1829', '129', '13,6,8,5,9', '16,20,30,17,19', '44,41,0,43,32', '47,55,59,51,46', '73,63,69,75,72', '2025-01-08 20:36:29', 'Hamme'),
('1830', '131', '6,15,4,7,9', '22,18,20,28,27', '35,39,0,42,43', '51,55,50,47,53', '74,73,65,70,69', '2025-01-08 20:36:29', 'Hamme'),
('1831', '130', '8,9,14,1,15', '27,18,22,25,29', '44,36,0,31,35', '60,48,54,59,55', '71,67,65,74,69', '2025-01-08 20:36:29', 'Hamme'),
('1832', '133', '11,10,5,2,3', '17,29,26,16,18', '42,33,0,37,41', '55,59,51,58,50', '66,74,69,73,71', '2025-01-08 20:36:29', 'Hamme'),
('1833', '135', '15,13,2,5,14', '29,19,17,30,27', '43,37,0,45,41', '47,49,56,48,54', '66,61,68,73,67', '2025-01-08 20:36:29', 'Hamme'),
('1834', '132', '12,4,5,1,8', '22,17,26,27,24', '34,43,0,31,45', '57,55,48,50,58', '66,73,69,68,72', '2025-01-08 20:36:29', 'Hamme'),
('1835', '134', '11,10,4,3,5', '20,28,27,23,26', '37,43,0,34,42', '57,46,51,60,47', '72,75,68,70,63', '2025-01-08 20:36:29', 'Hamme'),
('1836', '138', '11,6,8,12,7', '22,20,27,28,19', '45,44,0,33,35', '47,53,58,49,50', '61,70,75,63,68', '2025-01-08 20:36:29', 'Hamme'),
('1837', '136', '8,3,5,14,9', '17,22,28,30,18', '43,38,0,39,45', '49,55,57,48,51', '61,65,69,75,67', '2025-01-08 20:36:29', 'Hamme'),
('1838', '143', '12,10,7,8,9', '22,29,19,18,30', '42,38,0,44,43', '54,57,58,55,46', '71,64,69,61,62', '2025-01-08 20:36:29', 'Hamme'),
('1839', '137', '8,4,7,13,2', '25,29,18,16,27', '32,41,0,44,45', '47,60,52,46,58', '66,67,63,69,71', '2025-01-08 20:36:29', 'Hamme'),
('1840', '139', '1,15,10,11,3', '26,17,23,19,16', '39,42,0,40,41', '59,50,57,51,49', '69,74,68,72,63', '2025-01-08 20:36:29', 'Hamme'),
('1841', '144', '13,7,10,4,12', '18,20,24,16,23', '36,37,0,42,31', '46,58,48,53,55', '68,70,62,65,73', '2025-01-08 20:36:29', 'Hamme'),
('1842', '142', '15,13,2,14,9', '17,20,21,19,23', '32,31,0,43,39', '52,58,47,54,46', '75,63,67,70,68', '2025-01-08 20:36:29', 'Hamme'),
('1843', '140', '7,15,6,10,2', '27,30,20,23,25', '38,33,0,31,34', '53,52,46,57,47', '75,67,72,63,74', '2025-01-08 20:36:29', 'Hamme'),
('1844', '147', '10,9,4,2,15', '25,29,24,18,28', '42,35,0,40,33', '55,46,52,57,50', '67,70,61,71,64', '2025-01-08 20:36:29', 'Hamme'),
('1845', '141', '11,1,2,9,7', '26,23,18,21,24', '34,44,0,33,38', '53,46,50,58,47', '74,64,61,69,71', '2025-01-08 20:36:29', 'Hamme'),
('1846', '149', '14,13,5,9,8', '29,28,20,26,17', '38,42,0,31,45', '60,47,48,49,59', '70,71,65,68,72', '2025-01-08 20:36:29', 'Hamme'),
('1847', '146', '9,8,2,12,15', '23,19,17,29,22', '40,39,0,34,45', '55,48,50,49,59', '74,69,66,75,63', '2025-01-08 20:36:29', 'Hamme'),
('1848', '145', '11,15,2,12,9', '21,25,17,30,23', '43,42,0,40,32', '58,55,54,49,46', '67,71,73,66,61', '2025-01-08 20:36:29', 'Hamme'),
('1849', '150', '6,7,1,5,14', '18,16,19,22,30', '42,41,0,34,39', '53,55,48,56,51', '68,75,74,69,65', '2025-01-08 20:36:29', 'Hamme'),
('1850', '148', '5,15,2,10,12', '23,25,28,20,29', '34,33,0,44,32', '59,48,56,46,49', '61,62,73,72,68', '2025-01-08 20:36:29', 'Hamme');
